transaction_id,scheme_name,unit_no,property_type,district,state,postcode,built_up_sqft,price_rm,transaction_date,source_batch
TX-2026-08-01373,Pangsapuri Kenanga Sari Petaling,E-38-11,Banglo,DAERAH PETALING,Selangor,47335,2897,1683000,2026-08-25,B5
TX-2026-08-01538,Desa Mutiara Sentosa Klang,G-01-14,Pangsapuri,Klang,Selangor,41081,556,156500,2026-08-19,B6
TX-2026-08-01835,Pangsapuri Kenanga Sari Petaling,C-10-18,Teres 2 Tingkat,DAERAH PETALING,Selangor,46884,1737,853500,2026-08-02,B4
TX-2026-08-02781,Desa Bukit Harmoni Petaling,A-07-08,Kondominium,DAERAH PETALING,Selangor,46072,1561,775500,2026-08-04,B5
TX-2026-08-00147,Desa Anggerik Jaya Sepang,E-28-02,Kondominium,Sepang,Selangor,63242,1371,534500,2026-08-01,B2
TX-2026-08-00062,Taman Seri Melati Hulu,A-07-13,Kondominium,Hulu Langat,Selangor,43244,1017,407000,2026-08-22,B1
TX-2026-08-01499,Taman Putra Perdana Hulu,A-32-08,Teres 1 Tingkat,Hulu Selangor,Selangor,44105,1009,277000,2026-08-20,B2
TX-2026-08-02732,Bandar Kenanga Sari Kuala,C-31-03,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,55993,2896,1808000,2026-08-10,B6
TX-2026-08-02485,Taman Warisan Murni Gombak,B-11-23,Pangsapuri,Gombak,Selangor,68046,923,452000,2026-08-31,B3
TX-2026-08-01142,Taman Damai Indah Sabak,D-20-20,Pangsapuri,Sabak Bernam,Selangor,45381,761,175000,2026-08-14,B2
TX-2026-08-01362,Desa Seri Melati Kuala,G-05-13,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,56416,928,765500,2026-08-21,B1
TX-2026-08-02300,Desa Impian Setia Kuala,D-11-04,Berkembar 2 Tingkat,DAERAH KUALA SELANGOR,Selangor,45640,2207,497500,2026-08-30,B4
TX-2026-08-00629,Desa Mutiara Sentosa Klang,F-36-04,Teres 1 Tingkat,Klang,Selangor,42171,906,344000,2026-08-30,B3
TX-2026-08-01155,Kondominium Impian Setia Petaling,A-34-14,Teres 2 Tingkat,Petaling,Selangor,46767,1405,729500,2026-08-02,B6
TX-2026-08-02416,Bandar Mutiara Sentosa Kuala,A-17-23,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,58498,1623,1258500,2026-08-15,B5
TX-2026-08-01424,Pangsapuri Warisan Murni Kuala,G-19-04,Banglo,Kuala Langat,Selangor,42790,4839,1570000,2026-08-03,B2
TX-2026-08-02123,Kondominium Kenanga Sari Sepang,A-06-03,Pangsapuri,Sepang,Selangor,63159,713,235500,2026-08-05,B1
TX-2026-08-01259,Kondominium Damai Indah Sabak,G-05-15,Berkembar 2 Tingkat,Sabak Bernam,Selangor,45334,2344,676000,2026-08-06,B5
TX-2026-08-01869,Kondominium Putra Perdana Petaling,E-14-07,Berkembar 2 Tingkat,Petaling,Selangor,46637,3244,1856500,2026-08-19,B6
TX-2026-08-01203,Pangsapuri Cempaka Wangi Klang,F-04-19,Berkembar 2 Tingkat,Klang,Selangor,42151,2398,804500,2026-08-24,B6
TX-2026-08-02076,Taman Warisan Murni Hulu,F-09-03,Teres 1 Tingkat,Hulu Selangor,Selangor,44248,1193,395000,2026-08-06,B6
TX-2026-08-00781,Pangsapuri Mutiara Sentosa Kuala,D-02-17,Teres 2 Tingkat,Kuala Selangor,Selangor,45788,1519,458500,2026-08-19,B4
TX-2026-08-00815,Pangsapuri Kenanga Sari Kuala,E-33-02,Teres 1 Tingkat,Kuala Selangor,Selangor,45763,1293,375000,2026-08-03,B3
TX-2026-08-01264,Residensi Kenanga Sari Sepang,C-05-20,Kondominium,Sepang,Selangor,63020,1044,313000,2026-08-08,B4
TX-2026-08-01990,Desa Warisan Murni Petaling,B-27-15,Kondominium,DAERAH PETALING,Selangor,46987,1271,658500,2026-08-25,B2
TX-2026-08-00803,Desa Kenanga Sari Hulu,F-25-23,Teres 2 Tingkat,Hulu Langat,Selangor,43186,1763,605500,2026-08-28,B4
TX-2026-08-01471,Bandar Kenanga Sari Kuala,D-30-08,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57589,3091,2349500,2026-08-01,B1
TX-2026-08-01149,Desa Warisan Murni Petaling,G-27-06,Pangsapuri,Petaling,Selangor,47072,933,690500,2026-08-13,B4
TX-2026-08-02951,Kondominium Damai Indah Petaling,A-13-19,Berkembar 2 Tingkat,Petaling,Selangor,47057,3380,1454000,2026-08-26,B2
TX-2026-08-00099,Kondominium Cempaka Wangi Sepang,E-04-03,Kondominium,Sepang,Selangor,63139,860,335500,2026-08-01,B6
TX-2026-08-01845,Kondominium Damai Indah Petaling,A-25-03,Berkembar 2 Tingkat,Petaling,Selangor,47710,2978,1397500,2026-08-25,B4
TX-2026-08-00460,Desa Putra Perdana Klang,D-25-17,Teres 2 Tingkat,Klang,Selangor,41341,2281,1066000,2026-08-06,B3
TX-2026-08-00161,Kondominium Impian Setia Gombak,E-01-24,Pangsapuri,Gombak,Selangor,68068,628,235500,2026-08-21,B2
TX-2026-08-02841,Desa Putra Perdana Klang,C-29-01,Teres 2 Tingkat,DAERAH KLANG,Selangor,42196,1681,474000,2026-08-08,B3
TX-2026-08-01866,Bandar Suria Bayu Kuala,G-05-15,Pangsapuri,Kuala Langat,Selangor,42550,778,193000,2026-08-13,B2
TX-2026-08-01774,Kondominium Mutiara Sentosa Hulu,C-04-17,Banglo,Hulu Langat,Selangor,43349,3196,1640500,2026-08-13,B1
TX-2026-08-00699,Kondominium Damai Indah Petaling,E-29-02,Pangsapuri,Petaling,Selangor,47710,945,536500,2026-08-23,B3
TX-2026-08-01378,Pangsapuri Suria Bayu Kuala,G-29-21,Kondominium,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,59845,1344,1076000,2026-08-15,B3
TX-2026-08-02685,Desa Anggerik Jaya Sepang,F-02-23,Teres 1 Tingkat,Sepang,Selangor,63203,1034,422500,2026-08-26,B3
TX-2026-08-02377,Desa Bukit Harmoni Petaling,A-28-10,Berkembar 2 Tingkat,Petaling,Selangor,46979,2695,1109000,2026-08-25,B1
TX-2026-08-01671,Bandar Anggerik Jaya Petaling,C-08-02,Teres 1 Tingkat,Petaling,Selangor,46008,1251,580500,2026-08-14,B4
TX-2026-08-02052,Desa Warisan Murni Petaling,A-03-08,Banglo,DAERAH PETALING,Selangor,46250,4921,3770500,2026-08-08,B4
TX-2026-08-02982,Desa Impian Setia Klang,B-10-21,Teres 2 Tingkat,Klang,Selangor,41223,2321,662500,2026-08-25,B4
TX-2026-08-01229,Bandar Anggerik Jaya Petaling,G-02-23,Kondominium,Petaling,Selangor,46261,1392,563000,2026-08-02,B3
TX-2026-08-01376,Bandar Putra Perdana Hulu,D-17-03,Kondominium,Hulu Selangor,Selangor,44150,859,248500,2026-08-12,B2
TX-2026-08-02895,Taman Bukit Harmoni Sabak,G-19-21,Teres 2 Tingkat,DAERAH SABAK BERNAM,Selangor,45331,1752,390000,2026-08-23,B2
TX-2026-08-00170,Kondominium Kenanga Sari Sepang,C-35-12,Teres 1 Tingkat,DAERAH SEPANG,Selangor,63248,1066,343000,2026-08-01,B5
TX-2026-08-00326,Desa Mutiara Sentosa Klang,F-33-01,Pangsapuri,DAERAH KLANG,Selangor,41351,605,289000,2026-08-06,B3
TX-2026-08-01172,Residensi Mutiara Sentosa Kuala,B-28-07,Teres 2 Tingkat,Kuala Langat,Selangor,42738,1449,630000,2026-08-14,B2
TX-2026-08-01327,Residensi Seri Melati Kuala,B-23-17,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57419,954,656500,2026-08-27,B5
TX-2026-08-00614,Taman Suria Bayu Kuala,C-31-01,Teres 1 Tingkat,DAERAH KUALA SELANGOR,Selangor,45734,1278,347500,2026-08-03,B3
TX-2026-08-01200,Desa Mutiara Sentosa Klang,D-06-07,Berkembar 2 Tingkat,DAERAH KLANG,Selangor,41564,2299,836500,2026-08-05,B6
TX-2026-08-00509,Bandar Anggerik Jaya Hulu,E-36-14,Kondominium,Hulu Langat,Selangor,43363,1589,574000,2026-08-14,B2
TX-2026-08-01502,Kondominium Putra Perdana Petaling,C-34-01,Kondominium,Petaling,Selangor,47060,1408,796500,2026-08-14,B3
TX-2026-08-02987,Kondominium Kenanga Sari Sepang,E-23-18,Teres 1 Tingkat,Sepang,Selangor,63188,1017,438000,2026-08-19,B1
TX-2026-08-02793,Bandar Anggerik Jaya Hulu,E-10-22,Teres 1 Tingkat,Hulu Langat,Selangor,43130,1292,491000,2026-08-20,B4
TX-2026-08-00046,Desa Seri Melati Kuala,E-33-10,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,58895,1480,962000,2026-08-01,B6
TX-2026-08-02500,Residensi Mutiara Sentosa Kuala,F-29-16,Teres 1 Tingkat,Kuala Langat,Selangor,42531,1334,424000,2026-08-30,B5
TX-2026-08-00791,Pangsapuri Seri Melati Hulu,B-16-13,Banglo,Hulu Langat,Selangor,43440,4808,2013000,2026-08-15,B3
TX-2026-08-01212,Taman Tasik Permai Klang,B-27-02,Pangsapuri,Klang,Selangor,41502,893,481500,2026-08-16,B5
TX-2026-08-01813,Desa Tasik Permai Sepang,A-38-09,Berkembar 2 Tingkat,Sepang,Selangor,63064,2696,837000,2026-08-16,B5
TX-2026-08-02780,Residensi Seri Melati Kuala,E-01-10,Pangsapuri,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,56757,759,393000,2026-08-20,B4
TX-2026-08-02471,Kondominium Damai Indah Petaling,F-07-07,Teres 1 Tingkat,DAERAH PETALING,Selangor,46288,1299,809000,2026-08-30,B4
TX-2026-08-01708,Taman Kenanga Sari Gombak,F-18-16,Pangsapuri,Gombak,Selangor,68014,567,254500,2026-08-12,B2
TX-2026-08-01099,Pangsapuri Kenanga Sari Petaling,C-33-21,Kondominium,DAERAH PETALING,Selangor,46855,1306,585500,2026-08-04,B6
TX-2026-08-02795,Taman Kenanga Sari Gombak,B-30-10,Teres 1 Tingkat,Gombak,Selangor,68082,1266,407500,2026-08-24,B3
TX-2026-08-00291,Pangsapuri Suria Bayu Kuala,B-21-14,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,57218,3730,1682500,2026-08-05,B6
TX-2026-08-01067,Taman Kenanga Sari Kuala,G-38-12,Kondominium,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,56253,1589,1342500,2026-08-19,B3
TX-2026-08-00303,Desa Mutiara Sentosa Klang,A-23-03,Pangsapuri,Klang,Selangor,41116,573,194000,28/08/2026,B4
TX-2026-08-02622,Desa Anggerik Jaya Kuala,B-30-12,Teres 2 Tingkat,Kuala Langat,Selangor,42615,2233,684500,2026-08-06,B5
TX-2026-08-02286,Desa Kenanga Sari Hulu,B-03-04,Berkembar 2 Tingkat,Hulu Langat,Selangor,43437,3059,1415500,2026-08-31,B2
TX-2026-08-00351,Desa Cempaka Wangi Gombak,E-25-12,Kondominium,Gombak,Selangor,68088,779,374000,2026-08-05,B2
TX-2026-08-00559,Kondominium Kenanga Sari Sepang,C-12-24,Pangsapuri,Sepang,Selangor,63216,822,246000,2026-08-30,B5
TX-2026-08-02474,Kondominium Cempaka Wangi Sepang,G-28-24,Kondominium,Sepang,Selangor,63048,774,289500,2026-08-25,B2
TX-2026-08-02536,Taman Anggerik Jaya Kuala,C-09-03,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,53451,930,487500,2026-08-23,B6
TX-2026-08-01971,Pangsapuri Tasik Permai Gombak,C-12-03,Berkembar 2 Tingkat,Gombak,Selangor,68091,3018,1013500,2026-08-31,B6
TX-2026-08-02874,Pangsapuri Suria Bayu Kuala,E-22-24,Berkembar 2 Tingkat,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,56204,2543,1748000,2026-08-14,B5
TX-2026-08-01519,Taman Anggerik Jaya Kuala,C-01-01,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59416,2974,1794000,2026-08-27,B6
TX-2026-08-01996,Pangsapuri Suria Bayu Sepang,D-37-19,Teres 1 Tingkat,Sepang,Selangor,63128,1081,469000,2026-08-30,B2
TX-2026-08-02630,Pangsapuri Kenanga Sari Petaling,C-05-06,Teres 2 Tingkat,Petaling,Selangor,47084,1991,923000,2026-08-14,B2
TX-2026-08-00087,Desa Kenanga Sari Hulu,G-19-08,Pangsapuri,Hulu Langat,Selangor,43386,739,295500,2026-08-02,B6
TX-2026-08-00015,Taman Kenanga Sari Kuala,F-15-05,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,51513,715,465000,2026-08-04,B2
TX-2026-08-01386,Taman Damai Indah Sabak,G-11-01,Teres 1 Tingkat,Sabak Bernam,Selangor,45315,1085,183,2026-08-22,B4
TX-2026-08-02402,Pangsapuri Suria Bayu Kuala,F-20-16,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,57097,798,452000,2026-08-06,B1
TX-2026-08-01561,Desa Kenanga Sari Hulu,E-11-09,Pangsapuri,Hulu Langat,Selangor,43138,713,350500,2026-08-19,B1
TX-2026-08-00080,Bandar Damai Indah Hulu,D-20-17,Kondominium,Hulu Langat,Selangor,43307,1492,597000,2026-08-12,B6
TX-2026-08-00647,Desa Putra Perdana Klang,D-31-22,Berkembar 2 Tingkat,DAERAH KLANG,Selangor,41030,2279,1351000,2026-08-19,B3
TX-2026-08-02199,Kondominium Kenanga Sari Hulu,A-01-02,Berkembar 2 Tingkat,Hulu Langat,Selangor,43034,3036,1016000,2026-08-12,B2
TX-2026-08-00639,Kondominium Kenanga Sari Hulu,F-16-11,Teres 1 Tingkat,Hulu Langat,Selangor,43448,917,285000,2026-08-02,B2
TX-2026-08-00301,Kondominium Mutiara Sentosa Gombak,D-16-04,Banglo,DAERAH GOMBAK,Selangor,68096,3514,930500,2026-08-22,B4
TX-2026-08-02538,Desa Bukit Harmoni Petaling,F-07-11,Banglo,Petaling,Selangor,46171,3223,1478000,2026-08-04,B1
TX-2026-08-01418,Desa Warisan Murni Petaling,A-33-15,Teres 2 Tingkat,DAERAH PETALING,Selangor,47002,1724,972000,2026-08-27,B3
TX-2026-08-02970,Desa Warisan Murni Petaling,G-11-01,Berkembar 2 Tingkat,Petaling,Selangor,46317,2888,1762000,2026-08-06,B4
TX-2026-08-02285,Pangsapuri Warisan Murni Kuala,D-05-21,Pangsapuri,Kuala Langat,Selangor,42507,617,186500,2026-08-11,B5
TX-2026-08-00466,Residensi Damai Indah Sepang,A-11-12,Berkembar 2 Tingkat,Sepang,Selangor,63118,3251,1490000,2026-08-22,B4
TX-2026-08-01596,Desa Bukit Harmoni Petaling,A-02-20,Berkembar 2 Tingkat,Petaling,Selangor,46991,3044,1445000,2026-08-14,B5
TX-2026-08-02738,Kondominium Damai Indah Petaling,D-02-20,Banglo,DAERAH PETALING,Selangor,46380,4350,2854000,2026-08-31,B2
TX-2026-08-01143,Taman Anggerik Jaya Kuala,D-38-17,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59875,1994,1480000,2026-08-01,B2
TX-2026-08-00670,Kondominium Putra Perdana Petaling,E-05-04,Banglo,Petaling,Selangor,46010,3416,2029500,2026-08-16,B4
TX-2026-08-02049,Pangsapuri Kenanga Sari Petaling,F-13-24,Teres 1 Tingkat,Petaling,Selangor,46530,1148,391500,2026-08-01,B3
TX-2026-08-00911,Desa Mutiara Sentosa Klang,E-37-23,Banglo,Klang,Selangor,41588,4489,1693000,2026-08-31,B1
TX-2026-08-00667,Kondominium Impian Setia Gombak,A-30-19,Banglo,DAERAH GOMBAK,Selangor,68061,4417,1465500,2026-08-12,B2
TX-2026-08-01319,Pangsapuri Kenanga Sari Hulu,C-18-20,Pangsapuri,Hulu Selangor,Selangor,44206,857,281000,2026-08-13,B3
TX-2026-08-00059,Residensi Kenanga Sari Sepang,F-11-09,Kondominium,Sepang,Selangor,63140,1047,408500,2026-08-26,B6
TX-2026-08-00249,Desa Impian Setia Klang,F-12-19,Pangsapuri,DAERAH KLANG,Selangor,42096,784,360000,2026-08-14,B5
TX-2026-08-01797,Kondominium Seri Melati Sabak,A-13-08,Teres 2 Tingkat,Sabak Bernam,Selangor,45249,2371,497000,2026-08-05,B2
TX-2026-08-00831,Taman Bukit Harmoni Sabak,E-23-22,Teres 1 Tingkat,Sabak Bernam,Selangor,45152,1276,247000,2026-08-26,B1
TX-2026-08-01206,Taman Kenanga Sari Kuala,A-31-12,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,58410,2067,1015000,2026-08-19,B1
TX-2026-08-02787,Taman Suria Bayu Kuala,G-17-06,Banglo,DAERAH KUALA SELANGOR,Selangor,45761,3279,807500,2026-08-03,B6
TX-2026-08-00958,Residensi Seri Melati Kuala,A-01-08,Pangsapuri,DAERAH KUALA LUMPUR,W.P. Kuala Lumpur,57849,722,487500,2026-08-03,B4
TX-2026-08-00364,Taman Anggerik Jaya Kuala,D-21-14,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,57493,939,919000,2026-08-17,B5
TX-2026-08-01881,Desa Putra Perdana Klang,C-09-14,Banglo,Klang,Selangor,41820,3195,1096500,2026-08-17,B1
TX-2026-08-01303,Bandar Mutiara Sentosa Kuala,C-23-02,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,50900,1124,497000,2026-08-14,B6
TX-2026-08-00515,Desa Kenanga Sari Kuala,G-08-01,Teres 2 Tingkat,DAERAH KUALA LANGAT,Selangor,42661,2035,710000,2026-08-08,B6
TX-2026-08-01554,Taman Tasik Permai Klang,B-30-20,Banglo,Klang,Selangor,41449,4364,1458500,2026-08-29,B1
TX-2026-08-02908,Bandar Mutiara Sentosa Kuala,G-23-14,Teres 1 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,58414,941,555000,2026-08-21,B4
TX-2026-08-00948,Pangsapuri Kenanga Sari Petaling,E-29-12,Kondominium,Petaling,Selangor,46091,1098,483500,2026-08-29,B1
TX-2026-08-02613,Desa Warisan Murni Petaling,G-38-18,Berkembar 2 Tingkat,Petaling,Selangor,47413,2565,1106000,2026-08-06,B3
TX-2026-08-02244,Taman Seri Melati Hulu,G-36-23,Pangsapuri,Hulu Langat,Selangor,43389,850,556000,2026-08-22,B2
TX-2026-08-00206,Residensi Mutiara Sentosa Kuala,B-32-11,Banglo,Kuala Langat,Selangor,42592,3052,860000,2026-08-16,B3
TX-2026-08-01783,Desa Cempaka Wangi Gombak,C-07-09,Berkembar 2 Tingkat,Gombak,Selangor,68021,2339,1104000,2026-08-10,B1
TX-2026-08-01916,Pangsapuri Warisan Murni Kuala,F-12-09,Kondominium,Kuala Langat,Selangor,42585,965,245000,2026-08-26,B1
TX-2026-08-01170,Taman Anggerik Jaya Kuala,G-36-16,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,59746,2059,1435000,2026-08-11,B5
TX-2026-08-01686,Residensi Mutiara Sentosa Kuala,G-01-07,Kondominium,Kuala Langat,Selangor,42558,1193,398000,2026-08-20,B1
TX-2026-08-00529,Residensi Kenanga Sari Sepang,E-06-06,Pangsapuri,Sepang,Selangor,63300,788,257000,2026-08-10,B3
TX-2026-08-00844,Pangsapuri Seri Melati Kuala,E-33-12,Pangsapuri,DAERAH KUALA SELANGOR,Selangor,45656,693,170500,2026-08-29,B6
TX-2026-08-00914,Taman Kenanga Sari Kuala,A-27-21,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,59145,1235,761500,2026-08-28,B6
TX-2026-08-00008,Kondominium Putra Perdana Petaling,C-15-05,Pangsapuri,Petaling,Selangor,47696,808,420000,2026-08-20,B3
TX-2026-08-01298,Kondominium Kenanga Sari Sepang,A-24-03,Berkembar 2 Tingkat,Sepang,Selangor,71803,3248,1252500,2026-08-21,B5
TX-2026-08-02498,Desa Bukit Harmoni Petaling,A-03-02,Teres 1 Tingkat,DAERAH PETALING,Selangor,46652,1181,665000,2026-08-02,B2
TX-2026-08-02651,Pangsapuri Cempaka Wangi Klang,B-14-04,Kondominium,Klang,Selangor,41742,1316,678500,2026-08-25,B5
TX-2026-08-01415,Kondominium Impian Setia Petaling,G-16-16,Kondominium,Petaling,Selangor,47686,925,665500,2026-08-31,B6
TX-2026-08-02318,Desa Anggerik Jaya Kuala,G-09-09,Teres 1 Tingkat,Kuala Langat,Selangor,42653,1223,454000,2026-08-02,B1
TX-2026-08-01441,Desa Bukit Harmoni Petaling,A-29-05,Banglo,Petaling,Selangor,46869,3861,1886500,2026-08-02,B2
TX-2026-08-02660,Bandar Kenanga Sari Kuala,B-23-10,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53749,1495,1447000,2026-08-15,B3
TX-2026-08-01450,Kondominium Mutiara Sentosa Gombak,B-12-18,Teres 2 Tingkat,DAERAH GOMBAK,Selangor,68097,2257,1206500,2026-08-17,B4
TX-2026-08-02234,Bandar Anggerik Jaya Petaling,G-03-19,Kondominium,Petaling,Selangor,46341,848,487500,2026-08-24,B5
TX-2026-08-02535,Bandar Kenanga Sari Kuala,C-27-16,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,53917,2235,1767000,2026-08-04,B4
TX-2026-08-01219,Taman Kenanga Sari Kuala,E-03-14,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,51718,1471,1426500,2026-08-01,B1
TX-2026-08-01160,Pangsapuri Suria Bayu Kuala,B-23-14,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,50104,640,448000,2026-08-12,B4
TX-2026-08-00565,Taman Kenanga Sari Kuala,E-07-03,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,57043,2691,2278000,2026-08-30,B5
TX-2026-08-00018,Residensi Kenanga Sari Sepang,E-33-23,Kondominium,Sepang,Selangor,63299,1022,398500,2026-08-18,B3
TX-2026-08-00689,Taman Putra Perdana Hulu,A-30-16,Kondominium,Hulu Selangor,Selangor,44262,1488,556000,2026-08-30,B2
TX-2026-08-02623,Desa Kenanga Sari Hulu,C-29-08,Banglo,Hulu Langat,Selangor,43277,5043,1993000,2026-08-02,B1
TX-2026-08-01240,Pangsapuri Seri Melati Kuala,D-15-23,Kondominium,Kuala Selangor,Selangor,45650,794,284500,2026-08-26,B3
TX-2026-08-00244,Pangsapuri Tasik Permai Gombak,E-02-04,Berkembar 2 Tingkat,DAERAH GOMBAK,Selangor,68075,2811,1181500,2026-08-22,B3
TX-2026-08-02319,Pangsapuri Kenanga Sari Petaling,D-17-05,Berkembar 2 Tingkat,Petaling,Selangor,46996,2753,1410500,2026-08-04,B2
TX-2026-08-02519,Pangsapuri Seri Melati Hulu,D-27-11,Berkembar 2 Tingkat,Hulu Langat,Selangor,43221,2743,1235000,2026-08-24,B5
TX-2026-08-02968,Kondominium Impian Setia Petaling,A-22-03,Banglo,DAERAH PETALING,Selangor,46134,4034,1979000,2026-08-16,B4
TX-2026-08-01372,Taman Damai Indah Sabak,D-04-01,Teres 2 Tingkat,Sabak Bernam,Selangor,45153,2273,493000,2026-08-23,B6
TX-2026-08-01174,Desa Putra Perdana Klang,A-13-19,Berkembar 2 Tingkat,DAERAH KLANG,Selangor,41332,2822,958500,2026-08-05,B5
TX-2026-08-01210,Bandar Mutiara Sentosa Kuala,G-16-02,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,54375,1065,944500,2026-08-22,B6
TX-2026-08-01322,Bandar Damai Indah Hulu,F-28-06,Pangsapuri,Hulu Langat,Selangor,43035,556,382000,2026-08-09,B3
TX-2026-08-02279,Kondominium Impian Setia Petaling,E-12-12,Banglo,Petaling,Selangor,46887,3737,2731000,2026-08-24,B4
TX-2026-08-01427,Kondominium Kenanga Sari Sepang,F-23-01,Kondominium,Sepang,Selangor,63050,1483,786500,2026-08-04,B1
TX-2026-08-00439,Pangsapuri Seri Melati Kuala,C-06-20,Kondominium,Kuala Selangor,Selangor,45748,979,262500,2026-08-13,B4
TX-2026-08-00496,Pangsapuri Kenanga Sari Kuala,G-27-16,Berkembar 2 Tingkat,Kuala Selangor,Selangor,45708,3245,869500,2026-08-07,B4
TX-2026-08-02004,Desa Anggerik Jaya Kuala,A-33-21,Teres 1 Tingkat,Kuala Langat,Selangor,42584,1223,298500,2026-08-27,B4
TX-2026-08-00839,Taman Putra Perdana Hulu,B-27-11,Berkembar 2 Tingkat,Hulu Selangor,Selangor,44089,2813,1078500,2026-08-21,B5
TX-2026-08-02642,Residensi Seri Melati Kuala,C-28-03,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,55653,1189,600000,2026-08-27,B5
TX-2026-08-02149,Residensi Seri Melati Kuala,G-11-02,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,54313,595,669500,2026-08-06,B5
TX-2026-08-01693,Kondominium Putra Perdana Petaling,A-16-16,Kondominium,Petaling,Selangor,47588,1405,719500,2026-08-08,B1
TX-2026-08-00187,Kondominium Impian Setia Petaling,G-13-01,Teres 1 Tingkat,DAERAH PETALING,Selangor,46069,957,599500,2026-08-20,B4
TX-2026-08-01198,Taman Kenanga Sari Kuala,A-28-14,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,52587,1457,843500,2026-08-26,B3
TX-2026-08-00955,Taman Bukit Harmoni Sabak,G-23-10,Banglo,Sabak Bernam,Selangor,45209,5192,1229500,2026-08-20,B6
TX-2026-08-00125,Kondominium Putra Perdana Petaling,C-35-18,Kondominium,Petaling,Selangor,47653,944,491000,2026-08-13,B6
TX-2026-08-02935,Taman Kenanga Sari Kuala,G-17-11,Banglo,Kuala Langat,Selangor,42521,4377,1447000,2026-08-09,B6
TX-2026-08-00250,Taman Kenanga Sari Kuala,B-02-04,Kondominium,Kuala Lumpur,W.P. Kuala Lumpur,56301,846,644000,2026-08-07,B2
TX-2026-08-00778,Kondominium Mutiara Sentosa Hulu,F-24-10,Teres 1 Tingkat,Hulu Langat,Selangor,43137,1064,414500,2026-08-15,B5
TX-2026-08-00612,Desa Impian Setia Klang,F-32-01,Teres 2 Tingkat,DAERAH KLANG,Selangor,41819,1627,684000,2026-08-18,B2
TX-2026-08-01324,Taman Bukit Harmoni Klang,G-21-11,Kondominium,DAERAH KLANG,Selangor,41827,1085,572500,2026-08-01,B6
TX-2026-08-02596,Bandar Mutiara Sentosa Kuala,E-14-17,Pangsapuri,Kuala Lumpur,W.P. Kuala Lumpur,52100,579,212000,2026-08-09,B2
TX-2026-08-01050,Pangsapuri Cempaka Wangi Klang,G-30-01,Kondominium,Klang,Selangor,42165,759,293500,2026-08-17,B6
TX-2026-08-02490,Bandar Anggerik Jaya Hulu,D-12-24,Pangsapuri,Hulu Langat,Selangor,43253,786,395500,2026-08-31,B5
TX-2026-08-00909,Pangsapuri Suria Bayu Kuala,C-10-19,Berkembar 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,50460,2801,1561500,2026-08-29,B5
TX-2026-08-02479,Taman Seri Melati Hulu,A-18-07,Teres 1 Tingkat,Hulu Langat,Selangor,43471,1034,711000,2026-08-29,B6
TX-2026-08-02897,Desa Kenanga Sari Hulu,A-32-12,Banglo,Hulu Langat,Selangor,43389,3286,1133500,2026-08-29,B6
TX-2026-08-02011,Taman Kenanga Sari Kuala,A-11-23,Banglo,Kuala Lumpur,W.P. Kuala Lumpur,50429,4920,3863000,2026-08-11,B5
TX-2026-08-02047,Bandar Mutiara Sentosa Kuala,E-16-22,Teres 2 Tingkat,Kuala Lumpur,W.P. Kuala Lumpur,52310,2359,1558000,2026-08-14,B3
TX-2026-08-01501,Bandar Anggerik Jaya Petaling,E-27-04,Banglo,Petaling,Selangor,46644,3801,1920000,2026-08-26,B4
